0,000	0,4861
0,008	0,4860
0,017	0,4860
0,025	0,4860
0,033	0,4859
0,042	0,4858
0,050	0,4857
0,058	0,4855
0,067	0,4852
0,075	0,4848
0,083	0,4844
0,092	0,4840
0,100	0,4834
0,108	0,4828
0,117	0,4822
0,125	0,4814
0,133	0,4805
0,142	0,4796
0,150	0,4786
0,158	0,4775
0,167	0,4764
0,175	0,4752
0,183	0,4740
0,192	0,4726
0,200	0,4711
0,208	0,4696
0,217	0,4679
0,225	0,4661
0,233	0,4642
0,242	0,4622
0,250	0,4600
0,258	0,4577
0,267	0,4552
0,275	0,4526
0,283	0,4499
0,292	0,4471
0,300	0,4442
0,308	0,4413
0,317	0,4383
0,325	0,4352
0,333	0,4321
0,342	0,4288
0,350	0,4256
0,358	0,4222
0,367	0,4188
0,375	0,4153
0,383	0,4117
0,392	0,4080
0,400	0,4042
0,408	0,4004
0,417	0,3965
0,425	0,3924
0,433	0,3883
0,442	0,3841
0,450	0,3798
0,458	0,3753
0,467	0,3707
0,475	0,3661
0,483	0,3613
0,492	0,3564
0,500	0,3515
0,508	0,3464
0,517	0,3412
0,525	0,3359
0,533	0,3306
0,542	0,3252
0,550	0,3197
0,558	0,3142
0,567	0,3086
0,575	0,3028
0,583	0,2970
0,592	0,2911
0,600	0,2851
0,608	0,2791
0,617	0,2730
0,625	0,2669
0,633	0,2607
0,642	0,2545
0,650	0,2483
0,658	0,2420
0,667	0,2357
0,675	0,2293
0,683	0,2228
0,692	0,2163
0,700	0,2097
0,708	0,2031
0,717	0,1964
0,725	0,1896
0,733	0,1828
0,742	0,1759
0,750	0,1690
0,758	0,1620
0,767	0,1550
0,775	0,1480
0,783	0,1409
0,792	0,1338
0,800	0,1267
0,808	0,1195
0,817	0,1123
0,825	0,1050
0,833	0,0978
0,842	0,0905
0,850	0,0831
0,858	0,0758
0,867	0,0684
0,875	0,0610
